Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Nathan Aspinall,NO,76,,2006.0,6.07,195,LW,Flint Firebirds,44,13,20,33,0.75,-6,4,6,2,1,30,10,30.3,20.0
Owen Van Steensel,NO,19,,2004.0,5.10,185,LW,Barrie Colts,48,13,20,33,0.69,-16,5,5,2,0,30,10,30.3,10.0
Jack Brauti,NO,6,,2006.0,6.00,165,D,Niagara IceDogs,44,7,26,33,0.75,-2,0,11,2,0,31,11,33.3,20.0
Luke Ellinas,NO,19,,2006.0,6.01,186,C,Kitchener Rangers,41,18,14,32,0.78,10,6,2,4,1,36,8,25.0,31.0
Jack Pridham,NO,24,,2005.0,6.02,185,RW,Kitchener Rangers,30,16,16,32,1.07,6,7,6,5,1,24,13,40.6,38.0
Vilmer Alriksson,NO,25,,2005.0,6.06,234,LW,Brampton Steelheads,40,13,19,32,0.8,-9,5,7,1,0,22,12,37.5,23.5
Easton Wainwright,NO,12,,2005.0,5.10,190,C,Sarnia Sting,45,12,20,32,0.71,5,2,4,4,0,40,6,18.8,19.0
Mitch Young,NO,5,,2005.0,6.02,190,D,Sarnia Sting,40,5,27,32,0.8,6,1,7,1,0,62,8,25.0,-5.5
Brad Gardiner,NO,25,,2005.0,6.01,185,C,Barrie Colts,46,15,16,31,0.67,10,3,2,4,0,16,5,16.1,48.0
Quentin Musty,NO,27,,2005.0,6.02,200,LW,Sudbury Wolves,19,14,17,31,1.63,-5,4,5,0,1,6,9,29.0,42.5
Max Namestnikov,NO,26,,2004.0,5.08,184,LW,Guelph Storm,44,14,17,31,0.7,-26,4,4,2,0,42,8,25.8,-14.5
Evan Van Gorp,NO,14,,2006.0,5.10,165,LW,London Knights,46,14,17,31,0.67,15,2,3,4,2,8,5,16.1,60.5
Jett Luchanko,NO,7,,2006.0,5.11,191,C,Guelph Storm,25,13,18,31,1.24,-3,3,5,3,0,27,8,25.8,23.0
Ethan Belchetz,YES,61,,2008.0,6.05,226,LW,Windsor Spitfires,39,13,18,31,0.79,-2,4,5,1,0,25,9,29.0,26.0
Ryan Brown,NO,23,,2007.0,5.11,172,LW,Sarnia Sting,48,13,18,31,0.65,9,0,3,2,2,19,3,9.7,43.0
Matthew Buckley,NO,11,,2005.0,5.11,183,RW,Oshawa Generals,48,12,19,31,0.65,2,5,2,0,0,23,7,22.6,31.5
Lev Katzin,YES,33,,2007.0,5.8,176,C,Guelph Storm,23,9,22,31,1.35,2,3,9,0,3,8,12,38.7,45.0
Henry Brzustewicz,NO,2,,2007.0,6.01,194,D,London Knights,46,8,23,31,0.67,15,2,9,1,0,64,11,35.5,1.5
Will Gerrior,NO,23,,2004.0,5.10,179,LW,Ottawa 67's,43,22,8,30,0.7,-1,8,3,3,0,16,11,36.7,39.0
Beckham Edwards,YES,81,,2008.0,6.01,170,C,Sarnia Sting,42,17,13,30,0.71,-6,6,3,1,0,4,9,30.0,43.5
Chase Coughlan,NO,9,,2005.0,5.11,194,RW,Sudbury Wolves,43,17,13,30,0.7,1,4,6,2,1,75,10,33.3,-20.5
Tyson Doucette,NO,25,,2004.0,6.00,181,LW,Sarnia Sting,45,17,13,30,0.67,-12,5,7,0,0,17,12,40.0,24.5
Matthew Soto,NO,92,,2005.0,6.00,185,RW,Kingston Frontenacs,42,16,14,30,0.71,7,3,3,1,2,2,6,20.0,58.0
Carter Lowe,NO,85,,2006.0,6.03,215,LW,Barrie Colts,48,15,15,30,0.63,8,1,4,1,1,8,5,16.7,52.5
Jack Van Volsen,NO,14,,2006.0,6.02,190,C,Brampton Steelheads,46,13,17,30,0.65,-9,4,4,1,0,14,8,26.7,28.5
Mike Levin,NO,16,,2005.0,5.08,158,LW,Niagara IceDogs,42,10,20,30,0.71,-2,1,5,1,1,28,6,20.0,20.0
Matthew Mania,NO,19,,2005.0,6.01,190,D,Flint Firebirds,48,5,25,30,0.63,4,2,7,0,0,42,9,30.0,9.5
Angus MacDonell,NO,17,,2005.0,5.10,185,C,Brampton Steelheads,25,17,12,29,1.16,-1,6,4,1,1,53,10,34.5,-2.0
Noel Nordh,NO,43,,2005.0,6.02,198,LW,Soo Greyhounds,27,11,18,29,1.07,-5,5,8,1,0,6,13,44.8,38.0
Alex Kostov,NO,47,,2006.0,6.04,195,RW,Flint Firebirds,48,9,20,29,0.6,0,0,3,1,1,54,3,10.3,-6.0
Nick DeAngelis,NO,95,,2004.0,6.02,188,D,Sudbury Wolves,46,5,24,29,0.63,0,3,15,0,1,34,18,62.1,12.0
Matthew Mayich,NO,22,,2004.0,6.02,197,D,Ottawa 67's,46,4,25,29,0.63,-14,1,5,0,0,48,6,20.7,-16.5
Evan Konyen,NO,91,,2004.0,6.00,180,RW,Flint Firebirds,48,11,17,28,0.58,-12,2,3,0,0,33,5,17.9,2.5
Zach Wigle,NO,26,,2004.0,6.00,193,C,North Bay Battalion,46,9,19,28,0.61,6,0,2,2,3,4,2,7.1,48.5
Oliver Bonk,NO,59,,2005.0,6.02,210,D,London Knights,34,8,20,28,0.82,20,2,10,1,0,24,12,42.9,42.0
Owen Griffin,NO,96,,2007.0,5.10,160,C,Oshawa Generals,43,8,20,28,0.65,-9,1,9,2,0,29,10,35.7,8.0
Jonathan Melee,NO,23,,2004.0,6.00,184,LW,Peterborough Petes,46,18,9,27,0.59,-15,4,4,0,1,39,8,29.6,-4.5
Pierce Mbuyi,YES,21,,2008.0,5.10,153,LW,Owen Sound Attack,43,17,10,27,0.63,-1,7,2,1,1,32,9,33.3,16.0
AJ Spellacy,NO,8,,2006.0,6.03,204,C,Windsor Spitfires,44,13,14,27,0.61,5,3,2,2,2,50,5,18.5,2.0
Jack Dever,NO,18,,2005.0,5.10,181,C,Ottawa 67's,39,5,22,27,0.69,-3,1,6,0,0,8,7,25.9,32.0
Bode Stewart,NO,71,,2006.0,6.01,175,LW,Barrie Colts,45,3,24,27,0.6,13,0,3,0,0,20,3,11.1,35.0
Adam Zidlicky,NO,91,,2005.0,6.00,170,LW,Brampton Steelheads,34,15,11,26,0.76,4,0,1,2,1,48,1,3.8,2.5
Lukas Fischer,NO,13,,2006.0,6.03,184,D,Sarnia Sting,31,12,14,26,0.84,-4,5,4,2,0,49,9,34.6,-8.0
Travis Hayes,NO,13,,2007.0,5.11,169,RW,Soo Greyhounds,45,12,14,26,0.58,-1,1,2,0,0,43,3,11.5,1.0
Lauri Sinivuori,NO,42,,2006.0,6.01,180,LW,Oshawa Generals,48,12,14,26,0.54,9,1,3,4,1,31,4,15.4,23.0
Dimian Zhilkin,YES,71,,2008.0,5.09,160,RW,Saginaw Spirit,33,8,18,26,0.79,3,2,5,0,0,26,7,26.9,20.0
Alessandro Di Iorio,YES,17,,2008.0,6.01,175,C,Sarnia Sting,38,8,18,26,0.68,-12,2,9,1,1,6,11,42.3,25.0
Jimmy Lombardi,NO,10,,2007.0,6.00,178,C,Flint Firebirds,44,7,19,26,0.59,-4,2,5,0,0,25,7,26.9,13.5
Connor Clattenburg,NO,23,,2005.0,6.02,205,LW,Flint Firebirds,35,13,12,25,0.71,-6,4,2,3,1,86,6,24.0,-48.0
Caden Taylor,NO,19,,2007.0,6.03,185,LW,Peterborough Petes,48,13,12,25,0.52,-24,4,4,1,0,30,8,32.0,-10.0
Alex Assadourian,NO,8,,2005.0,5.10,172,C,Niagara IceDogs,24,12,13,25,1.04,12,1,5,2,1,18,6,24.0,37.5
Colin Fitzgerald,YES,27,,2008.0,6.02,195,C,Peterborough Petes,42,11,14,25,0.6,-13,4,6,1,0,43,10,40.0,-13.0
Aiden Young,NO,26,,2007.0,5.10,180,C,Peterborough Petes,45,11,14,25,0.56,-3,4,6,1,0,22,10,40.0,18.0
Gabriel Frasca,NO,86,,2006.0,6.01,180,C,Erie Otters,45,10,15,25,0.56,-12,2,5,0,1,26,7,28.0,4.5
Spencer Sova,NO,22,,2004.0,6.01,190,D,Brampton Steelheads,42,5,20,25,0.6,5,2,7,1,0,22,9,36.0,23.0
Owen Protz,NO,12,,2006.0,6.02,207,D,Brantford Bulldogs,48,5,20,25,0.52,5,0,1,2,0,44,1,4.0,1.0
Beau Akey,NO,86,,2005.0,6.00,183,D,Barrie Colts,37,4,21,25,0.68,14,0,9,0,1,24,9,36.0,29.5
James Petrovski,NO,28,,2005.0,6.03,190,LD,Owen Sound Attack,48,1,24,25,0.52,-6,0,14,1,0,80,14,56.0,-48.0
Matthew Wang,NO,28,,2005.0,6.02,202,LW,Flint Firebirds,48,14,10,24,0.5,11,1,0,2,0,47,1,4.2,7.0
Nic Sima,NO,92,,2005.0,6.03,195,RW,Saginaw Spirit,41,12,12,24,0.59,-14,3,6,2,1,71,9,37.5,-43.0
Andrew Vermeulen,NO,27,,2006.0,6.02,200,LW,Kitchener Rangers,46,9,15,24,0.52,14,1,2,0,1,20,3,12.5,34.5
Tristan Delisle,NO,40,,2007.0,5.11,172,C,Owen Sound Attack,45,8,16,24,0.53,-1,1,4,2,0,47,5,20.8,-8.0
Nic Whitehead,NO,10,,2007.0,5.10,159,C,Ottawa 67's,45,6,18,24,0.53,-5,0,7,1,0,12,7,29.2,22.0
Luca D'Amato,NO,4,,2004.0,5.09,160,D,Oshawa Generals,47,5,19,24,0.51,1,0,7,0,1,25,7,29.2,14.5
Chase Reid,YES,25,,2007.0,6.02,185,D,Soo Greyhounds,20,2,22,24,1.2,6,1,8,0,0,24,9,37.5,19.0
Owen Allard,NO,14,,2004.0,6.02,200,C,Soo Greyhounds,23,12,11,23,1.0,-6,7,2,3,1,0,9,39.1,34.5
Blake Smith,NO,5,,2004.0,6.05,225,D,Flint Firebirds,46,9,14,23,0.5,6,2,2,1,0,34,4,17.4,11.0
Sebastien Gervais,NO,15,,2005.0,6.01,190,C,Saginaw Spirit,38,4,19,23,0.61,-6,0,4,1,0,14,4,17.4,16.5
Calvin Crombie,NO,14,,2005.0,6.00,186,RW,Brantford Bulldogs,39,3,20,23,0.59,-5,0,3,1,0,53,3,13.0,-22.0
Carson Woodall,NO,24,,2006.0,5.11,183,D,Windsor Spitfires,47,3,20,23,0.49,-6,0,12,0,0,14,12,52.2,16.0
Luke McNamara,NO,29,,2005.0,6.03,182,C,Windsor Spitfires,45,8,14,22,0.49,12,2,1,0,0,49,3,13.6,0.0
Matthew Schaefer,NO,48,,2007.0,6.02,183,D,Erie Otters,17,7,15,22,1.29,21,2,6,2,0,8,8,36.4,49.5
Chris Barlas,NO,9,,2005.0,5.10,182,LW,Ottawa 67's,47,7,15,22,0.47,-17,3,1,0,0,31,4,18.2,-11.5
Bruce McDonald,NO,29,,2004.0,6.00,177,C,Owen Sound Attack,47,6,16,22,0.47,-14,0,6,1,1,8,6,27.3,14.0
James Guo,NO,73,,2005.0,6.01,195,RD,Saginaw Spirit,43,4,18,22,0.51,14,0,2,1,0,27,2,9.1,22.0
Alexis Daviault,NO,72,,2005.0,6.00,184,D,Erie Otters,44,4,18,22,0.5,-25,1,8,0,0,56,9,40.9,-46.0
Jakub Chromiak,NO,3,,2005.0,5.11,183,RD,Kitchener Rangers,36,3,19,22,0.61,13,2,8,0,0,14,10,45.5,33.5
Marek Vanacker,NO,78,,2006.0,6.01,170,LW,Brantford Bulldogs,26,12,9,21,0.81,2,1,3,1,1,22,4,19.0,17.5
Ruslan Karimov,YES,19,,2007.0,6.00,200,LW,Sarnia Sting,46,10,11,21,0.46,-4,1,3,1,0,42,4,19.0,-9.5
Filip Ekberg,YES,34,,2007.0,5.10,166,C,Ottawa 67's,35,9,12,21,0.6,-5,5,8,1,0,2,13,61.9,29.0
Mason Zebeski,NO,19,,2005.0,6.02,197,LW,Brampton Steelheads,37,9,12,21,0.57,-2,0,1,1,0,43,1,4.8,-9.0
Kieran Witkowski,NO,13,,2007.0,5.11,176,LW,Brampton Steelheads,47,8,13,21,0.45,1,0,0,1,0,14,0,0.0,22.5
Martin Matejicek,NO,5,,2005.0,6.02,205,D,Peterborough Petes,48,8,13,21,0.44,-8,1,3,2,0,29,4,19.0,-1.5
Braydon McCallum,NO,29,,2006.0,5.10,185,RW,Peterborough Petes,39,6,15,21,0.54,-16,1,7,0,2,83,8,38.1,-64.5
Jared Woolley,NO,51,,2006.0,6.05,207,D,London Knights,47,6,15,21,0.45,39,1,1,0,0,62,2,9.5,11.5
Matthew Virgilio,NO,48,,2006.0,5.11,196,D,Niagara IceDogs,48,4,17,21,0.44,-9,2,8,0,0,44,10,47.6,-19.5
Sean Doherty,NO,44,,2006.0,6.01,182,RW,Niagara IceDogs,48,11,9,20,0.42,-5,3,2,0,1,10,5,25.0,20.5
Gabriel Chiarot,NO,20,,2006.0,5.11,191,RW,Brampton Steelheads,45,10,10,20,0.44,8,0,0,1,0,49,0,0.0,-6.0
Cole Zurawski,YES,17,,2008.0,6.00,181,RW,Owen Sound Attack,42,9,11,20,0.48,4,0,0,1,0,11,0,0.0,27.5
Lucas Karmiris,NO,27,,2006.0,5.11,190,C,Brampton Steelheads,26,7,13,20,0.77,7,1,2,2,0,24,3,15.0,16.5
Jacob Therrien,NO,6,,2006.0,5.08,170,RW,North Bay Battalion,35,7,13,20,0.57,-25,5,8,1,0,65,13,65.0,-56.5
Jesse Nurmi,NO,44,,2005.0,6.00,180,LW,London Knights,38,7,13,20,0.53,6,0,3,0,0,10,3,15.0,29.5
Carson Cameron,NO,15,,2007.0,6.02,193,D,Peterborough Petes,43,7,13,20,0.47,-18,2,8,1,0,16,10,50.0,-0.5
Kasper Halttunen,NO,12,,2005.0,6.03,207,RW,London Knights,19,6,14,20,1.05,9,3,4,2,0,22,7,35.0,20.0
Maleek McGowan,NO,11,,2005.0,6.00,190,D,Kingston Frontenacs,38,6,14,20,0.53,16,0,0,2,0,24,0,0.0,25.0
Donovan McCoy,NO,19,,2004.0,6.01,205,D,Sudbury Wolves,38,4,16,20,0.53,0,1,8,1,0,38,9,45.0,-6.0
Rylan Singh,NO,4,,2007.0,5.11,187,D,Guelph Storm,46,2,18,20,0.43,-31,0,8,0,0,18,8,40.0,-18.0
Vann Williamson,NO,27,,2006.0,6.01,188,D,Kingston Frontenacs,47,2,18,20,0.43,12,0,2,1,0,18,2,10.0,25.0
Carson Campbell,NO,8,,2006.0,6.01,180,RD,Kitchener Rangers,47,1,19,20,0.43,16,0,0,0,0,22,0,0.0,24.5
Ethan Hay,NO,68,,2005.0,6.01,195,C,Kingston Frontenacs,43,11,8,19,0.44,-14,4,1,0,0,86,5,26.3,-66.0
Ben Cormier,NO,8,,2006.0,6.00,172,C,Owen Sound Attack,44,10,9,19,0.43,-5,2,2,0,1,21,4,21.1,7.5
Declan Waddick,NO,27,,2005.0,5.09,165,LW,Owen Sound Attack,41,9,10,19,0.46,-9,1,3,0,0,28,4,21.1,-4.0
Ben Pickell,NO,12,,2005.0,5.09,186,C,Kingston Frontenacs,43,9,10,19,0.44,7,0,0,1,0,34,0,0.0,6.0
Carter Stevens,YES,96,,2008.0,6.01,184,C,Guelph Storm,46,9,10,19,0.41,-11,5,5,0,0,30,10,52.6,-8.0
Parker Snelgrove,NO,9,,2007.0,6.00,189,C,Guelph Storm,47,9,10,19,0.4,-11,0,0,0,0,25,0,0.0,-3.0
